Session,SessionID,Round,ID,Decision (1=vol.),Number Volunteers,Earnings,Cumulative Earnings,Age,Gender,Race,Country,Marital Status,Employment Status,Student Status,Year in School,No Major,Arts Humanities,Business,Economics,Politics,Sociology,Social Science,Law,Medical,Science,Other,Number Siblings,Hosehold Size,Budget Responsibility,Income,Vote,Occupation,Other Id:
vd060805b,11,10,46,0,2,1,9.2,23,2,6,1,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,1,1,"ID17, ID41, ID32:, ID36:, ID34:, ID28:"
vd060805b,11,10,47,0,1,1,9.8,20,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,1,0,2,3,3,10,1,1,"ID39, ID43, ID3:, ID18:, ID5:, ID10:"
vd060805b,11,10,48,0,1,1,9.2,20,2,6,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,1,1,"ID16, ID33, ID37:, ID26:, ID42:, ID40:"
vd060805b,11,11,1,0,2,1,11,21,2,2,1,1,2,1,15,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,1,13,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,2,1,3,0.8,9.2,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,3,1,3,0.8,9.4,21,1,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3,2,1,"ID43, ID18, ID8:, ID24:, ID22:, ID31:"
vd060805b,11,11,4,0,0,0.2,10.2,19,2,1,3,1,2,1,14,0,1,0,0,1,1,0,0,0,0,0,1,4,4,3,1,4,"ID23, ID6, ID15:, ID13:, ID46:, ID16:"
vd060805b,11,11,5,0,3,1,10.2,20,2,1,1,1,2,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,6,0,0,0.2,9,23,1,1,1,1,2,1,16,0,0,0,0,0,0,0,0,0,0,1,1,4,1,8,1,9,"ID23, ID15, ID13:, ID46:, ID4:, ID16:"
vd060805b,11,11,7,0,3,1,10.2,20,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,1,0,2,4,4,12,1,1,"ID36, ID48, ID39:, ID30:, ID35:, ID9:"
vd060805b,11,11,8,1,3,0.8,10.4,24,1,1,3,1,3,1,15,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,13,"ID43, ID18, ID3:, ID24:, ID22:, ID31:"
vd060805b,11,11,9,0,3,1,11,21,1,1,1,1,3,1,16,0,0,0,1,1,0,0,0,0,0,0,1,4,4,13,1,1,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,10,1,2,0.8,8.8,19,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,0,0,2,4,4,12,1,1,"ID44, ID19, ID34:, ID12:, ID21:, ID28:"
vd060805b,11,11,11,0,0,0.2,10.2,18,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,4,4,10,2,1,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,12,0,2,1,9.8,20,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,1,1,4,4,12,2,1,"ID10, ID44, ID19:, ID34:, ID21:, ID28:"
vd060805b,11,11,13,0,0,0.2,8.8,18,1,6,1,1,3,1,13,0,0,0,0,1,0,0,0,0,0,0,2,4,4,9,1,13,"ID23, ID6, ID15:, ID46:, ID4:, ID16:"
vd060805b,11,11,14,0,2,1,10.6,22,2,1,1,1,2,1,16,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,13,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,15,0,0,0.2,9.4,22,1,4,1,1,3,1,16,0,0,0,1,0,0,1,0,0,0,0,1,1,4,12,1,1,"ID23, ID6, ID13:, ID46:, ID4:, ID16:"
vd060805b,11,11,16,0,0,0.2,9.2,20,1,6,1,1,3,1,14,0,0,0,0,1,0,1,0,0,0,0,1,4,4,11,1,1,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,17,0,3,1,10.6,21,2,1,3,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,18,0,3,1,10,20,1,6,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,16,1,1,"ID43, ID8, ID3:, ID24:, ID22:, ID31:"
vd060805b,11,11,19,0,2,1,9.8,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,5,2,1,"ID10, ID44, ID34:, ID12:, ID21:, ID28:"
vd060805b,11,11,20,0,3,1,10.2,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,4,1,1,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,21,0,2,1,10.8,19,2,1,1,1,2,1,14,0,0,1,1,0,0,0,0,0,0,0,1,4,4,4,2,3,"ID10, ID44, ID19:, ID34:, ID12:, ID28:"
vd060805b,11,11,22,0,3,1,10.2,20,2,1,3,1,3,1,14,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,2,4,"ID43, ID18, ID8:, ID3:, ID24:, ID31:"
vd060805b,11,11,23,0,0,0.2,9.2,22,2,1,1,1,3,1,16,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,2,1,"ID6, ID15, ID13:, ID46:, ID4:, ID16:"
vd060805b,11,11,24,0,3,1,11,20,1,3,1,1,2,1,14,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,"ID43, ID18, ID8:, ID3:, ID22:, ID31:"
vd060805b,11,11,25,0,3,1,9.4,22,1,4,1,1,2,1,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,26,1,3,0.8,9.2,18,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,1,1,4,4,6,1,1,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,27,0,0,0.2,9,23,2,6,1,1,3,1,16,0,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,1,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,28,0,2,1,9,21,1,6,5,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,3,4,5,1,1,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,29,0,3,1,11,23,1,1,1,1,2,1,16,0,1,0,0,0,0,0,0,0,1,0,3,1,4,9,1,11,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,30,1,3,0.8,10.8,21,2,1,3,1,3,1,16,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,1,1,"ID7, ID36, ID48:, ID39:, ID35:, ID9:"
vd060805b,11,11,31,0,3,1,10,19,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,4,6,1,1,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,32,1,2,0.8,9.4,21,2,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,2,1,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,33,0,3,1,10.8,18,2,6,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,1,13,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,34,0,2,1,9.6,54,2,6,1,1,1,2,15,0,1,1,0,0,0,0,0,0,0,0,0,2,1,5,1,6,"ID10, ID44, ID19:, ID12:, ID21:, ID28:"
vd060805b,11,11,35,0,3,1,10.2,21,2,1,3,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,2,11,"ID7, ID36, ID48:, ID39:, ID30:, ID9:"
vd060805b,11,11,36,0,3,1,10,22,2,4,1,1,2,1,16,0,0,0,1,0,0,0,0,0,0,0,1,3,4,12,2,3,"ID7, ID48, ID39:, ID30:, ID35:, ID9:"
vd060805b,11,11,37,0,0,0.2,10.2,36,1,1,3,3,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,38,0,2,1,11,21,2,4,6,1,3,1,16,0,1,0,0,0,0,0,0,0,0,0,3,1,4,11,1,11,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,39,0,3,1,10,19,2,6,5,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,0,3,4,14,2,1,"ID7, ID36, ID48:, ID30:, ID35:, ID9:"
vd060805b,11,11,40,0,0,0.2,10,20,2,1,1,1,2,1,14,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,12,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,41,0,2,1,10.4,23,1,1,3,1,2,1,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,2,13,"ID10, ID44, ID19:, ID34:, ID12:, ID21:"
vd060805b,11,11,42,1,3,0.8,9.6,21,2,1,3,1,2,1,14,0,0,0,0,0,0,0,0,0,0,1,6,4,1,1,2,10,"ID7, ID36, ID48:, ID39:, ID30:, ID35:"
vd060805b,11,11,43,0,3,1,11,20,2,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,1,4,8,1,1,"ID18, ID8, ID3:, ID24:, ID22:, ID31:"
vd060805b,11,11,44,0,2,1,9.2,21,2,1,3,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,11,"ID10, ID19, ID34:, ID12:, ID21:, ID28:"
vd060805b,11,11,45,0,3,1,10.8,20,1,6,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,6,1,10,"ID43, ID18, ID8:, ID3:, ID24:, ID22:"
vd060805b,11,11,46,0,0,0.2,9.4,23,2,6,1,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,1,1,"ID23, ID6, ID15:, ID13:, ID4:, ID16:"
vd060805b,11,11,47,0,0,0.2,10,20,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,1,0,2,3,3,10,1,1,"ID23, ID6, ID15:, ID13:, ID46:, ID4:"
vd060805b,11,11,48,0,3,1,10.2,20,2,6,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,1,1,"ID7, ID36, ID39:, ID30:, ID35:, ID9:"
vd060805b,11,12,1,0,2,1,12,21,2,2,1,1,2,1,15,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,1,13,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,2,1,5,0.8,10,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,"ID10, ID21, ID19:, ID27:, ID16:, ID20:"
vd060805b,11,12,3,0,3,1,10.4,21,1,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3,2,1,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,4,0,5,1,11.2,19,2,1,3,1,2,1,14,0,1,0,0,1,1,0,0,0,0,0,1,4,4,3,1,4,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,5,0,2,1,11.2,20,2,1,1,1,2,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,6,1,2,0.8,9.8,23,1,1,1,1,2,1,16,0,0,0,0,0,0,0,0,0,0,1,1,4,1,8,1,9,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,7,0,5,1,11.2,20,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,1,0,2,4,4,12,1,1,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,8,1,3,0.8,11.2,24,1,1,3,1,3,1,15,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,13,"ID31, ID33, ID37:, ID47:, ID23:, ID43:"
vd060805b,11,12,9,0,2,1,12,21,1,1,1,1,3,1,16,0,0,0,1,1,0,0,0,0,0,0,1,4,4,13,1,1,"ID11, ID25, ID12:, ID15:, ID14:, ID18:"
vd060805b,11,12,10,1,5,0.8,9.6,19,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,0,0,2,4,4,12,1,1,"ID2, ID21, ID19:, ID27:, ID16:, ID20:"
vd060805b,11,12,11,1,2,0.8,11,18,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,4,4,10,2,1,"ID25, ID12, ID15:, ID14:, ID9:, ID18:"
vd060805b,11,12,12,0,2,1,10.8,20,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,1,1,4,4,12,2,1,"ID11, ID25, ID15:, ID14:, ID9:, ID18:"
vd060805b,11,12,13,0,2,1,9.8,18,1,6,1,1,3,1,13,0,0,0,0,1,0,0,0,0,0,0,2,4,4,9,1,13,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,12,14,0,2,1,11.6,22,2,1,1,1,2,1,16,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,13,"ID11, ID25, ID12:, ID15:, ID9:, ID18:"
vd060805b,11,12,15,0,2,1,10.4,22,1,4,1,1,3,1,16,0,0,0,1,0,0,1,0,0,0,0,1,1,4,12,1,1,"ID11, ID25, ID12:, ID14:, ID9:, ID18:"
vd060805b,11,12,16,1,5,0.8,10,20,1,6,1,1,3,1,14,0,0,0,0,1,0,1,0,0,0,0,1,4,4,11,1,1,"ID2, ID10, ID21:, ID19:, ID27:, ID20:"
vd060805b,11,12,17,0,2,1,11.6,21,2,1,3,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,"ID44, ID45, ID38:, ID36:, ID22:, ID6:"
vd060805b,11,12,18,0,2,1,11,20,1,6,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,16,1,1,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,12,19,0,5,1,10.8,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,5,2,1,"ID2, ID10, ID21:, ID27:, ID16:, ID20:"
vd060805b,11,12,20,0,5,1,11.2,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,4,1,1,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,21,1,5,0.8,11.6,19,2,1,1,1,2,1,14,0,0,1,1,0,0,0,0,0,0,0,1,4,4,4,2,3,"ID2, ID10, ID19:, ID27:, ID16:, ID20:"
vd060805b,11,12,22,0,2,1,11.2,20,2,1,3,1,3,1,14,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,2,4,"ID44, ID45, ID38:, ID17:, ID36:, ID6:"
vd060805b,11,12,23,0,3,1,10.2,22,2,1,1,1,3,1,16,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,2,1,"ID8, ID31, ID33:, ID37:, ID47:, ID43:"
vd060805b,11,12,24,0,5,1,12,20,1,3,1,1,2,1,14,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,25,1,2,0.8,10.2,22,1,4,1,1,2,1,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,"ID11, ID12, ID15:, ID14:, ID9:, ID18:"
vd060805b,11,12,26,0,2,1,10.2,18,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,1,1,4,4,6,1,1,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,12,27,1,5,0.8,9.8,23,2,6,1,1,3,1,16,0,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,1,"ID2, ID10, ID21:, ID19:, ID16:, ID20:"
vd060805b,11,12,28,0,2,1,10,21,1,6,5,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,3,4,5,1,1,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,12,29,0,3,1,12,23,1,1,1,1,2,1,16,0,1,0,0,0,0,0,0,0,1,0,3,1,4,9,1,11,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,30,0,2,1,11.8,21,2,1,3,1,3,1,16,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,1,1,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,31,1,3,0.8,10.8,19,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,4,6,1,1,"ID8, ID33, ID37:, ID47:, ID23:, ID43:"
vd060805b,11,12,32,1,3,0.8,10.2,21,2,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,2,1,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,33,0,3,1,11.8,18,2,6,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,1,13,"ID8, ID31, ID37:, ID47:, ID23:, ID43:"
vd060805b,11,12,34,1,2,0.8,10.4,54,2,6,1,1,1,2,15,0,1,1,0,0,0,0,0,0,0,0,0,2,1,5,1,6,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,35,0,3,1,11.2,21,2,1,3,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,2,11,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,36,0,2,1,11,22,2,4,1,1,2,1,16,0,0,0,1,0,0,0,0,0,0,0,1,3,4,12,2,3,"ID44, ID45, ID38:, ID17:, ID22:, ID6:"
vd060805b,11,12,37,0,3,1,11.2,36,1,1,3,3,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,"ID8, ID31, ID33:, ID47:, ID23:, ID43:"
vd060805b,11,12,38,0,2,1,12,21,2,4,6,1,3,1,16,0,1,0,0,0,0,0,0,0,0,0,3,1,4,11,1,11,"ID44, ID45, ID17:, ID36:, ID22:, ID6:"
vd060805b,11,12,39,0,5,1,11,19,2,6,5,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,0,3,4,14,2,1,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,40,0,2,1,11,20,2,1,1,1,2,1,14,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,2,12,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,12,41,0,3,1,11.4,23,1,1,3,1,2,1,16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,2,13,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,42,0,5,1,10.6,21,2,1,3,1,2,1,14,0,0,0,0,0,0,0,0,0,0,1,6,4,1,1,2,10,"ID2, ID10, ID21:, ID19:, ID27:, ID16:"
vd060805b,11,12,43,0,3,1,12,20,2,1,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,2,1,4,8,1,1,"ID8, ID31, ID33:, ID37:, ID47:, ID23:"
vd060805b,11,12,44,0,2,1,10.2,21,2,1,3,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,2,4,4,11,1,11,"ID45, ID38, ID17:, ID36:, ID22:, ID6:"
vd060805b,11,12,45,0,2,1,11.8,20,1,6,1,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,2,1,4,6,1,10,"ID44, ID38, ID17:, ID36:, ID22:, ID6:"
vd060805b,11,12,46,0,2,1,10.4,23,2,6,1,1,3,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,1,1,"ID44, ID45, ID38:, ID17:, ID36:, ID22:"
vd060805b,11,12,47,0,3,1,11,20,1,1,1,1,3,1,15,0,0,0,0,1,0,0,0,0,1,0,2,3,3,10,1,1,"ID8, ID31, ID33:, ID37:, ID23:, ID43:"
vd060805b,11,12,48,0,2,1,11.2,20,2,6,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,1,1,"ID11, ID25, ID12:, ID15:, ID14:, ID9:"
vd060805b,11,13,1,0,1,1,13,21,2,2,1,1,2,1,15,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,1,13,"ID10, ID3, ID24:, ID29:, ID18:, ID28:"
vd060805b,11,13,2,0,0,0.2,10.2,19,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,"ID25, ID48, ID44:, ID45:, ID37:, ID36:"
vd060805b,11,13,3,0,1,1,11.4,21,1,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3,2,1,"ID10, ID24, ID29:, ID18:, ID28:, ID17:"
vd060805b,11,13,4,0,2,1,12.2,19,2,1,3,1,2,1,14,0,1,0,0,1,1,0,0,0,0,0,1,4,4,3,1,4,"ID22, ID41, ID33:, ID30:, ID47:, ID31:"
vd060805b,11,13,5,0,2,1,12.2,20,2,1,1,1,2,1,15,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,"ID21, ID16, ID13:, ID27:, ID38:, ID35:"
vd060805b,11,13,6,1,2,0.8,10.6,23,1,1,1,1,2,1,16,0,0,0,0,0,0,0,0,0,0,1,1,4,1,8,1,9,"ID21, ID16, ID13:, ID27:, ID38:, ID35:"
vd060805b,11,13,7,0,0,0.2,11.4,20,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,1,0,2,4,4,12,1,1,"ID25, ID48, ID44:, ID45:, ID37:, ID36:"
vd060805b,11,13,8,1,2,0.8,12,24,1,1,3,1,3,1,15,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,13,"ID22, ID41, ID33:, ID30:, ID47:, ID31:"
vd060805b,11,13,9,0,2,1,13,21,1,1,1,1,3,1,16,0,0,0,1,1,0,0,0,0,0,0,1,4,4,13,1,1,"ID21, ID16, ID13:, ID27:, ID38:, ID35:"
vd060805b,11,13,10,0,1,1,10.6,19,2,6,1,1,3,1,14,0,0,0,0,0,1,0,0,0,0,0,2,4,4,12,1,1,"ID3, ID24, ID29:, ID18:, ID28:, ID17:"
vd060805b,11,13,11,0,1,1,12,18,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,4,4,10,2,1,"ID10, ID3, ID24:, ID29:, ID18:, ID28:"
vd060805b,11,13,12,0,2,1,11.8,20,2,1,1,1,3,1,15,0,0,0,0,0,0,0,0,0,0,1,1,4,4,12,2,1,"ID21, ID16, ID13:, ID27:, ID38:, ID35:"
vd060805b,11,13,13,0,2,1,10.8,18,1,6,1,1,3,1,13,0,0,0,0,1,0,0,0,0,0,0,2,4,4,9,1,13,"ID21, ID16, ID27:, ID38:, ID35:, ID43:"
vd060805b,11,13,14,0,0,0.2,11.8,22,2,1,1,1,2,1,16,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,13,"ID25, ID48, ID44:, ID45:, ID37:, ID36:"
vd060805b,11,13,15,1,2,0.8,11.2,22,1,4,1,1,3,1,16,0,0,0,1,0,0,1,0,0,0,0,1,1,4,12,1,1,"ID21, ID16, ID13:, ID27:, ID38:, ID35:"
vd060805b,11,13,16,0,2,1,11,20,1,6,1,1,3,1,14,0,0,0,0,1,0,1,0,0,0,0,1,4,4,11,1,1,"ID21, ID13, ID27:, ID38:, ID35:, ID43:"
vd060805b,11,13,17,0,1,1,12.6,21,2,1,3,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,"ID10, ID3, ID24:, ID29:, ID18:, ID28:"
vd060805b,11,13,18,0,1,1,12,20,1,6,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,16,1,1,"ID10, ID3, ID24:, ID29:, ID28:, ID17:"
vd060805b,11,13,19,0,1,1,11.8,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,5,2,1,"ID10, ID3, ID24:, ID29:, ID18:, ID28:"
vd060805b,11,13,20,0,1,1,12.2,20,2,1,1,1,3,1,14,0,0,0,0,1,0,0,0,0,0,0,1,4,4,4,1,1,"ID10, ID3, ID24:, ID29:, ID18:, ID28:"
vd060805b,11,13,21,0,2,1,12.6,19,2,1,1,1,2,1,14,0,0,1,1,0,0,0,0,0,0,0,1,4,4,4,2,3,"ID16, ID13, ID27:, ID38:, ID35:, ID43:"
vd060805b,11,13,22,0,2,1,12.2,20,2,1,3,1,3,1,14,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,2,4,"ID41, ID33, ID30:, ID47:, ID31:, ID23:"
vd060805b,11,13,23,1,2,0.8,11,22,2,1,1,1,3,1,16,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,2,1,"ID22, ID41, ID33:, ID30:, ID47:, ID31:"
vd060805b,11,13,24,0,1,1,13,20,1,3,1,1,2,1,14,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,1,1,"ID10, ID3, ID29:, ID18:, ID28:, ID17:"
vd060805b,11,13,25,0,0,0.2,10.4,22,1,4,1,1,2,1,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,"ID48, ID44, ID45:, ID37:, ID36:, ID34:"
vd060805b,11,13,26,0,2,1,11.2,18,2,1,1,1,3,1,13,0,0,0,0,0,0,0,0,0,1,1,1,4,4,6,1,1,"ID22, ID41, ID33:, ID30:, ID47:, ID31:"
vd060805b,11,13,27,0,2,1,10.8,23,2,6,1,1,3,1,16,0,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,1,"ID21, ID16, ID13:, ID38:, ID35:, ID43:"
vd060805b,11,13,28,1,1,0.8,10.8,21,1,6,5,1,3,1,15,0,0,0,1,0,0,0,0,0,0,0,1,3,4,5,1,1,"ID10, ID3, ID24:, ID29:, ID18:, ID17:"
vd060805b,11,13,29,0,1,1,13,23,1,1,1,1,2,1,16,0,1,0,0,0,0,0,0,0,1,0,3,1,4,9,1,11,"ID10, ID3, ID24:, ID18:, ID28:, ID17:"
vd060805b,11,13,30,0,2,1,12.8,21,2,1,3,1,3,1,16,0,0,0,0,1,0,0,0,0,0,0,1,4,4,1,1,1,"ID22, ID41, ID33:, ID47:, ID31:, ID23:"
vd060805b,11,13,31,0,2,1,11.8,19,2,1,1,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,4,6,1,1,"ID22, ID41, ID33:, ID30:, ID47:, ID23:"
vd060805b,11,13,32,0,2,1,11.2,21,2,3,1,1,3,1,16,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,2,1,"ID22, ID41, ID33:, ID30:, ID47:, ID31:"
vd060805b,11,13,33,0,2,1,12.8,18,2,6,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,1,13,"ID22, ID41, ID30:, ID47:, ID31:, ID23:"
vd060805b,11,13,34,0,0,0.2,10.6,54,2,6,1,1,1,2,15,0,1,1,0,0,0,0,0,0,0,0,0,2,1,5,1,6,"ID25, ID48, ID44:, ID45:, ID37:, ID36:"
vd060805b,11,13,35,0,2,1,12.2,21,2,1,3,1,2,1,16,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,2,11,"ID21, ID16, ID13:, ID27:, ID38:, ID43:"
vd060805b,11,13,36,0,0,0.2,11.2,22,2,4,1,1,2,1,16,0,0,0,1,0,0,0,0,0,0,0,1,3,4,12,2,3,"ID25, ID48, ID44:, ID45:, ID37:, ID34:"
